Customer Key,GeographyKey,Customer Code,Title,Name,Birth Date,Marital Status,Gender,Yearly Income,Total Children,Children At Home,Education,Occupation,House Ownership,Cars Owned,Continent,City,State,Country,Date First Purchase,Customer Type,Company Name
2924,488,13923,,"Howard, Steven",1968/03/25,S,M,60000,0,0,Bachelors,Professional,No Owner,1,North America,Grossmont,California,United States,2003/10/12,Person,
2925,688,13924,,"Hall, Hannah",1968/03/13,S,F,60000,0,0,Bachelors,Professional,House Owner,1,North America,San Diego,California,United States,2003/12/30,Person,
2926,538,13925,,"Barnes, Wyatt",1963/10/12,S,M,60000,0,0,Bachelors,Professional,House Owner,1,North America,Redwood City,California,United States,2003/05/04,Person,
2928,582,13927,,"Gonzales, Gabriel",1963/12/08,S,M,60000,0,0,Bachelors,Professional,No Owner,1,North America,Bellflower,California,United States,2003/05/23,Person,
3615,469,14614,,"Bryant, Dylan",1968/02/11,S,M,60000,0,0,Bachelors,Professional,No Owner,1,North America,Colma,California,United States,2001/11/28,Person,
3616,470,14615,,"Dominguez, Audrey",1968/07/13,S,F,60000,0,0,Bachelors,Professional,No Owner,1,North America,Concord,California,United States,2004/05/02,Person,
3617,470,14616,,"Sandberg, Emma",1968/02/15,S,F,60000,0,0,Bachelors,Professional,House Owner,1,North America,Concord,California,United States,2001/11/26,Person,
3660,520,14659,,"Harris, Zachary",1958/01/20,M,M,60000,1,0,Bachelors,Professional,House Owner,1,North America,Oakland,California,United States,2003/11/28,Person,
3663,475,14662,,"Ross, Jack",1958/05/09,M,M,60000,1,0,Bachelors,Professional,House Owner,1,North America,Downey,California,United States,2002/01/25,Person,
5151,643,16150,,"Thompson, Nicole",1958/02/13,M,F,60000,1,0,Bachelors,Professional,House Owner,1,North America,La Jolla,California,United States,2004/05/14,Person,
6040,652,17039,,"Watson, Ariana",1958/04/16,M,F,60000,1,0,Bachelors,Professional,House Owner,1,North America,Long Beach,California,United States,2003/11/07,Person,
8546,516,19545,,"Watson, Garrett",1958/10/22,S,M,60000,1,0,Bachelors,Professional,House Owner,1,North America,National City,California,United States,2003/09/10,Person,
8548,494,19547,,"Patterson, Lauren",1958/02/15,M,F,60000,1,0,Bachelors,Professional,House Owner,1,North America,Imperial Beach,California,United States,2003/09/20,Person,
8549,584,19548,,"Howard, Kaitlyn",1958/10/18,M,F,60000,1,0,Bachelors,Professional,House Owner,1,North America,Berkeley,California,United States,2003/09/13,Person,
8551,625,19550,,"Perez, Lucas",1958/10/10,M,M,60000,1,0,Bachelors,Professional,House Owner,1,North America,El Cajon,California,United States,2003/09/11,Person,
9208,643,20207,,"Bailey, Angel",1958/04/25,M,M,60000,1,0,Bachelors,Professional,House Owner,1,North America,La Jolla,California,United States,2003/12/14,Person,
10163,645,21162,,"Sanchez, Brooke",1958/11/21,S,F,60000,1,0,Bachelors,Professional,House Owner,1,North America,Lakewood,California,United States,2004/03/28,Person,
11899,625,22898,,"Washington, Melanie",1958/03/02,M,F,60000,1,0,Bachelors,Professional,House Owner,1,North America,El Cajon,California,United States,2003/11/03,Person,
11900,625,22899,,"Carter, Charles",1958/05/21,M,M,60000,1,0,Bachelors,Professional,House Owner,1,North America,El Cajon,California,United States,2003/11/01,Person,
13359,690,24358,,"Green, Kevin",1958/02/08,M,M,60000,1,0,Bachelors,Professional,House Owner,1,North America,San Gabriel,California,United States,2003/11/25,Person,
13360,570,24359,,"Shan, Zachary",1958/08/05,S,M,60000,1,0,Bachelors,Professional,House Owner,1,North America,West Covina,California,United States,2003/11/06,Person,
15015,527,26014,,"Torres, Olivia",1958/06/21,S,F,60000,1,0,Bachelors,Professional,No Owner,1,North America,Palo Alto,California,United States,2002/04/16,Person,
15016,643,26015,,"Chow, Gabriel",1958/04/22,M,M,60000,1,0,Bachelors,Professional,House Owner,1,North America,La Jolla,California,United States,2002/04/06,Person,
15017,584,26016,,"King, Fernando",1958/05/09,S,M,60000,1,0,Bachelors,Professional,No Owner,1,North America,Berkeley,California,United States,2002/04/19,Person,
15646,470,26645,,"Richardson, Morgan",1958/08/22,S,F,60000,1,0,Bachelors,Professional,House Owner,1,North America,Concord,California,United States,2002/12/05,Person,
15647,520,26646,,"Perry, Jordyn",1958/10/22,S,F,60000,1,0,Bachelors,Professional,House Owner,1,North America,Oakland,California,United States,2002/12/19,Person,
15648,691,26647,,"Simmons, Jasmine",1958/03/28,S,F,60000,1,0,Bachelors,Professional,House Owner,1,North America,Santa Cruz,California,United States,2002/12/28,Person,
16579,645,27578,,"Carter, Courtney",1958/11/08,M,F,60000,1,0,Bachelors,Professional,House Owner,1,North America,Lakewood,California,United States,2001/07/17,Person,
17200,689,28199,,"Jones, Alyssa",1958/05/10,S,F,60000,1,0,Bachelors,Professional,No Owner,1,North America,San Francisco,California,United States,2001/10/03,Person,
17201,547,28200,,"Henderson, Morgan",1958/03/10,M,F,60000,1,0,Bachelors,Professional,House Owner,1,North America,Santa Monica,California,United States,2001/10/07,Person,
18142,584,29141,,"Wang, Suzanne",1962/07/17,S,F,60000,1,0,Bachelors,Professional,No Owner,1,North America,Berkeley,California,United States,2002/01/08,Person,
18143,445,29142,,"Smith, Ashley",1962/05/24,M,F,60000,1,0,Bachelors,Professional,House Owner,1,North America,Burlingame,California,United States,2002/01/06,Person,
18144,645,29143,,"Jenkins, Grace",1962/03/16,S,F,60000,1,0,Bachelors,Professional,No Owner,1,North America,Lakewood,California,United States,2002/01/02,Person,
18171,445,29170,,"Adams, Alexandra",1958/10/16,S,F,60000,1,0,Bachelors,Professional,No Owner,1,North America,Burlingame,California,United States,2002/01/03,Person,
166,520,11165,,"Alexander, Jocelyn",1973/07/18,M,F,60000,0,0,Partial College,Skilled Manual,No Owner,1,North America,Oakland,California,United States,2003/11/26,Person,
924,516,11923,,"Bryant, Sarah",1979/10/23,M,F,60000,0,0,Partial College,Skilled Manual,No Owner,1,North America,National City,California,United States,2003/08/16,Person,
925,670,11924,,"Long, Ian",1979/10/25,S,M,60000,0,0,Partial College,Skilled Manual,No Owner,1,North America,Novato,California,United States,2002/04/28,Person,
2020,546,13019,,"Murphy, Destiny",1979/03/01,S,F,60000,0,0,Partial College,Skilled Manual,House Owner,1,North America,San Carlos,California,United States,2002/07/15,Person,
2985,688,13984,,"Richardson, Adrian",1979/03/08,S,M,60000,0,0,Partial College,Skilled Manual,No Owner,1,North America,San Diego,California,United States,2003/06/12,Person,
2986,552,13985,,"Wood, Alexis",1979/04/24,M,F,60000,0,0,Partial College,Skilled Manual,No Owner,1,North America,Spring Valley,California,United States,2003/10/24,Person,
4428,688,15427,,"Murphy, Jade",1979/11/18,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,1,North America,San Diego,California,United States,2002/12/11,Person,
5018,670,16017,,"Ramirez, Jeremy",1979/05/12,M,M,60000,0,0,Partial College,Skilled Manual,No Owner,1,North America,Novato,California,United States,2004/02/01,Person,
5019,546,16018,,"Henderson, Emma",1979/05/02,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,1,North America,San Carlos,California,United States,2003/08/08,Person,
5753,560,16752,,"Wright, Mason",1973/02/27,S,M,60000,0,0,Partial College,Skilled Manual,House Owner,1,North America,Torrance,California,United States,2004/02/18,Person,
6359,570,17358,,"Bell, Sydney",1976/02/26,M,F,60000,0,0,Partial College,Skilled Manual,House Owner,1,North America,West Covina,California,United States,2003/12/16,Person,
7345,707,18344,,"Turner, Caleb",1976/02/21,S,M,60000,0,0,Partial College,Skilled Manual,House Owner,1,North America,Woodland Hills,California,United States,2004/04/21,Person,
7351,570,18350,,"Ross, Emma",1973/11/10,M,F,60000,0,0,Partial College,Skilled Manual,House Owner,1,North America,West Covina,California,United States,2004/04/22,Person,
7360,667,18359,,"Bryant, Alexandria",1979/03/12,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,1,North America,Newport Beach,California,United States,2004/07/14,Person,
7361,691,18360,,"Li, Eric",1979/09/13,M,M,60000,0,0,Partial College,Skilled Manual,House Owner,1,North America,Santa Cruz,California,United States,2004/04/01,Person,
7775,707,18774,,"Flores, Justin",1976/06/19,S,M,60000,0,0,Partial College,Skilled Manual,No Owner,1,North America,Woodland Hills,California,United States,2004/07/29,Person,
7781,670,18780,,"Carter, Evan",1973/05/09,S,M,60000,0,0,Partial College,Skilled Manual,House Owner,1,North America,Novato,California,United States,2004/05/07,Person,
7795,652,18794,,"Davis, Andrew",1979/03/20,S,M,60000,0,0,Partial College,Skilled Manual,House Owner,1,North America,Long Beach,California,United States,2004/05/05,Person,
8656,570,19655,,"Murphy, Cindy",1976/11/14,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,1,North America,West Covina,California,United States,2003/11/18,Person,
9297,445,20296,,"Diaz, Morgan",1973/02/27,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,1,North America,Burlingame,California,United States,2003/12/01,Person,
9311,652,20310,,"Ramirez, Timothy",1979/04/04,S,M,60000,0,0,Partial College,Skilled Manual,House Owner,1,North America,Long Beach,California,United States,2003/12/21,Person,
9312,653,20311,,"Bell, Cole",1979/02/11,M,M,60000,0,0,Partial College,Skilled Manual,No Owner,1,North America,Los Angeles,California,United States,2004/05/20,Person,
10275,670,21274,,"Scott, Seth",1979/09/10,S,M,60000,0,0,Partial College,Skilled Manual,House Owner,1,North America,Novato,California,United States,2004/03/17,Person,
10276,670,21275,,"Cox, Abigail",1979/11/26,M,F,60000,0,0,Partial College,Skilled Manual,House Owner,1,North America,Novato,California,United States,2004/04/18,Person,
12583,538,23582,,"Simmons, Stephanie",1973/03/23,M,F,60000,0,0,Partial College,Skilled Manual,House Owner,1,North America,Redwood City,California,United States,2004/04/02,Person,
13232,690,24231,,"Cox, Makayla",1979/10/18,S,F,60000,0,0,Partial College,Skilled Manual,House Owner,1,North America,San Gabriel,California,United States,2004/06/27,Person,
13521,443,24520,,"Wilson, Joseph",1973/02/22,M,M,60000,0,0,Partial College,Skilled Manual,House Owner,1,North America,Burbank,California,United States,2003/12/30,Person,
14909,652,25908,,"Long, Melissa",1979/03/23,M,F,60000,0,0,Partial College,Skilled Manual,No Owner,1,North America,Long Beach,California,United States,2004/07/29,Person,
14910,516,25909,,"James, Chase",1979/06/05,M,M,60000,0,0,Partial College,Skilled Manual,House Owner,1,North America,National City,California,United States,2001/11/24,Person,
14911,516,25910,,"Miller, Natalie",1979/09/18,M,F,60000,0,0,Partial College,Skilled Manual,House Owner,1,North America,National City,California,United States,2001/11/28,Person,
15802,707,26801,,"Washington, Wyatt",1976/07/19,M,M,60000,0,0,Partial College,Skilled Manual,House Owner,1,North America,Woodland Hills,California,United States,2003/01/11,Person,
15806,502,26805,,"Reed, Alexandria",1973/10/09,S,F,60000,0,0,Partial College,Skilled Manual,No Owner,1,North America,Lemon Grove,California,United States,2003/01/09,Person,
16918,652,27917,,"Sanders, Andrea",1973/11/02,S,F,60000,0,0,Partial College,Skilled Manual,House Owner,1,North America,Long Beach,California,United States,2001/08/21,Person,
17168,653,28167,,"Hughes, Samuel",1961/02/19,S,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Los Angeles,California,United States,2001/09/25,Person,
735,619,11734,,"Chen, Omar",1959/08/25,M,M,60000,1,0,Partial College,Skilled Manual,No Owner,1,North America,Coronado,California,United States,2003/12/23,Person,
737,631,11736,,"Sanchez, Sebastian",1959/09/25,M,M,60000,1,0,Partial College,Skilled Manual,No Owner,1,North America,Fremont,California,United States,2004/04/19,Person,
867,633,11866,,"Scott, Lucas",1961/07/02,M,M,60000,1,0,Partial College,Skilled Manual,No Owner,1,North America,Glendale,California,United States,2003/08/22,Person,
10932,689,21931,,"Wood, Marcus",1960/09/20,M,M,60000,1,0,Partial College,Skilled Manual,No Owner,1,North America,San Francisco,California,United States,2004/06/14,Person,
15635,670,26634,,"Walker, Devin",1960/05/12,M,M,60000,1,0,Partial College,Skilled Manual,No Owner,1,North America,Novato,California,United States,2002/12/02,Person,
732,445,11731,,"Gill, Tanya",1960/08/19,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Burlingame,California,United States,2003/09/17,Person,
734,470,11733,,"Schmidt, Kristi",1959/07/27,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Concord,California,United States,2004/07/04,Person,
866,516,11865,,"Rivera, Chloe",1961/02/06,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,National City,California,United States,2003/08/21,Person,
877,520,11876,,"White, Madison",1960/11/13,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Oakland,California,United States,2003/12/21,Person,
878,667,11877,,"Diaz, Alexis",1960/10/07,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Newport Beach,California,United States,2004/04/07,Person,
2934,560,13933,,"Richardson, Isabella",1961/06/12,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Torrance,California,United States,2003/08/30,Person,
2943,475,13942,,"Long, Seth",1960/04/08,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Downey,California,United States,2003/09/08,Person,
2944,653,13943,,"Bryant, Kelly",1960/10/03,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Los Angeles,California,United States,2004/03/07,Person,
3628,546,14627,,"Hill, Isaiah",1961/11/16,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,San Carlos,California,United States,2003/12/31,Person,
3631,494,14630,,"James, Isaiah",1961/08/07,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Imperial Beach,California,United States,2004/05/05,Person,
3640,475,14639,,"Howard, Jeremiah",1960/08/24,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Downey,California,United States,2001/11/15,Person,
3650,560,14649,,"Cox, Grace",1960/11/24,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Torrance,California,United States,2001/12/21,Person,
3653,430,14652,,"Luo, Russell",1960/12/02,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Beverly Hills,California,United States,2001/12/23,Person,
3654,470,14653,,"Fernandez, Troy",1959/01/07,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Concord,California,United States,2002/01/25,Person,
4548,472,15547,,"Wood, Cassidy",1961/10/06,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Daly City,California,United States,2003/02/18,Person,
4556,527,15555,,"Barnes, Hailey",1960/10/23,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Palo Alto,California,United States,2003/03/20,Person,
4558,520,15557,,"Murphy, Nathaniel",1960/08/14,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Oakland,California,United States,2003/03/09,Person,
5127,670,16126,,"Kelly, Faith",1961/07/17,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Novato,California,United States,2004/04/01,Person,
5128,445,16127,,"Edwards, Amanda",1961/03/17,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Burlingame,California,United States,2004/04/16,Person,
5140,570,16139,,"Alexander, Jacqueline",1960/08/25,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,West Covina,California,United States,2004/05/12,Person,
5142,547,16141,,"Ramirez, Shelby",1960/11/01,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Santa Monica,California,United States,2004/05/02,Person,
6022,643,17021,,"Reed, Nicole",1961/07/06,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,La Jolla,California,United States,2003/11/22,Person,
6023,690,17022,,"Morgan, Karen",1961/04/11,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,San Gabriel,California,United States,2003/11/30,Person,
6025,502,17024,,"Diaz, Jacqueline",1960/11/11,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Lemon Grove,California,United States,2003/11/10,Person,
6030,443,17029,,"Xu, Suzanne",1960/12/25,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Burbank,California,United States,2003/11/28,Person,
6031,653,17030,,"Russell, Emily",1959/02/25,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Los Angeles,California,United States,2003/11/07,Person,
6263,582,17262,,"Martin, Kristy",1960/10/25,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Bellflower,California,United States,2003/12/01,Person,
6860,505,17859,,"Gonzalez, Wyatt",1961/09/22,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Lincoln Acres,California,United States,2004/03/17,Person,
6861,494,17860,,"Diaz, Noah",1961/05/09,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Imperial Beach,California,United States,2004/03/09,Person,
6867,625,17866,,"Baker, Jack",1960/09/20,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,El Cajon,California,United States,2004/03/14,Person,
7051,520,18050,,"Cooper, Sara",1961/06/08,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Oakland,California,United States,2004/03/12,Person,
7053,689,18052,,"Young, Maria",1961/08/10,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,San Francisco,California,United States,2004/03/20,Person,
7229,691,18228,,"Parker, Adam",1960/04/27,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Santa Cruz,California,United States,2004/04/06,Person,
7230,445,18229,,"Ward, Gabriella",1959/11/20,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Burlingame,California,United States,2004/04/28,Person,
8409,494,19408,,"Richardson, Taylor",1960/01/21,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Imperial Beach,California,United States,2003/08/24,Person,
8410,505,19409,,"Allen, Savannah",1960/02/09,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Lincoln Acres,California,United States,2003/08/12,Person,
8540,469,19539,,"Raji, Latoya",1959/09/27,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Colma,California,United States,2003/09/13,Person,
9188,552,20187,,"King, Robert",1961/09/08,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Spring Valley,California,United States,2003/12/18,Person,
9195,688,20194,,"Campbell, Connor",1960/11/08,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,San Diego,California,United States,2003/12/25,Person,
10156,505,21155,,"Flores, Jeremiah",1960/03/04,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Lincoln Acres,California,United States,2004/03/12,Person,
10921,502,21920,,"Bennett, Destiny",1961/02/15,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Lemon Grove,California,United States,2004/05/27,Person,
10923,560,21922,,"Ward, Bailey",1961/11/23,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Torrance,California,United States,2004/05/09,Person,
10933,469,21932,,"Kumar, Leonard",1959/12/14,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Colma,California,United States,2004/06/19,Person,
11880,475,22879,,"Russell, Jocelyn",1961/11/20,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Downey,California,United States,2003/10/16,Person,
11888,670,22887,,"Richardson, Mason",1960/03/04,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Novato,California,United States,2003/10/29,Person,
12383,707,23382,,"Barnes, Xavier",1961/08/08,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Woodland Hills,California,United States,2004/03/01,Person,
12384,610,23383,,"Allen, Caleb",1961/06/17,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Chula Vista,California,United States,2004/03/08,Person,
12385,445,23384,,"Wilson, Taylor",1961/02/09,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Burlingame,California,United States,2004/03/24,Person,
12399,582,23398,,"Chander, Karl",1960/03/03,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Bellflower,California,United States,2004/03/21,Person,
12400,584,23399,,"Pal, Keith",1960/05/26,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Berkeley,California,United States,2004/03/01,Person,
13342,619,24341,,"Jones, Wyatt",1961/12/10,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Coronado,California,United States,2003/08/28,Person,
13352,472,24351,,"Yang, Brandon",1960/02/05,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Daly City,California,United States,2003/10/08,Person,
13354,546,24353,,"Ramirez, Andrea",1960/05/05,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,San Carlos,California,United States,2003/11/06,Person,
13355,691,24354,,"Cook, Bailey",1959/06/19,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Santa Cruz,California,United States,2003/11/01,Person,
14086,643,25085,,"Rogers, Lucas",1961/08/25,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,La Jolla,California,United States,2003/07/24,Person,
14087,584,25086,,"Cox, Jasmine",1961/08/26,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Berkeley,California,United States,2003/07/03,Person,
14089,652,25088,,"Reed, Victoria",1961/02/10,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Long Beach,California,United States,2003/07/17,Person,
14093,652,25092,,"Jackson, Emily",1960/10/16,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Long Beach,California,United States,2003/07/11,Person,
14100,691,25099,,"Hayes, Melanie",1960/02/28,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Santa Cruz,California,United States,2003/08/27,Person,
14997,570,25996,,"Murphy, Faith",1961/08/15,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,West Covina,California,United States,2002/02/28,Person,
14998,658,25997,,"Wright, Katherine",1961/11/21,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Mill Valley,California,United States,2002/03/11,Person,
15005,520,26004,,"Washington, Arthur",1960/11/08,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Oakland,California,United States,2002/03/14,Person,
15618,547,26617,,"Peterson, Isaiah",1960/10/11,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Santa Monica,California,United States,2002/12/12,Person,
15619,691,26618,,"Morris, Amanda",1960/02/18,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Santa Cruz,California,United States,2002/12/05,Person,
15632,667,26631,,"Stewart, Isaiah",1960/03/01,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Newport Beach,California,United States,2002/12/11,Person,
15634,653,26633,,"Ward, Gabrielle",1960/11/08,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Los Angeles,California,United States,2002/12/03,Person,
15636,488,26635,,"Harris, Jasmine",1959/05/14,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Grossmont,California,United States,2002/12/11,Person,
16545,584,27544,,"Hayes, Marissa",1961/07/19,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Berkeley,California,United States,2003/06/22,Person,
16555,643,27554,,"West, Jordyn",1960/07/25,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,La Jolla,California,United States,2003/06/19,Person,
16556,560,27555,,"Alexander, Isabella",1960/08/12,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Torrance,California,United States,2003/06/13,Person,
17163,488,28162,,"Ward, Bruce",1962/06/11,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Grossmont,California,United States,2001/09/17,Person,
17165,645,28164,,"Coleman, Gabrielle",1962/10/21,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Lakewood,California,United States,2001/09/14,Person,
17169,652,28168,,"Ward, Jacqueline",1961/10/10,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Long Beach,California,United States,2001/09/04,Person,
17171,633,28170,,"Johnson, Isabella",1961/01/21,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Glendale,California,United States,2001/09/18,Person,
17173,443,28172,,"Moore, Charles",1961/11/27,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Burbank,California,United States,2001/09/03,Person,
17183,707,28182,,"Turner, Fernando",1960/09/05,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Woodland Hills,California,United States,2001/09/05,Person,
17184,443,28183,,"Howard, Nicole",1960/07/04,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Burbank,California,United States,2001/09/07,Person,
17185,667,28184,,"Russell, Madison",1960/06/10,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Newport Beach,California,United States,2001/09/22,Person,
17186,443,28185,,"Alexander, Eric",1960/04/19,M,M,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Burbank,California,United States,2001/09/06,Person,
18152,610,29151,,"Long, Caroline",1961/03/23,M,F,60000,1,0,Partial College,Skilled Manual,House Owner,1,North America,Chula Vista,California,United States,2002/01/04,Person,
2217,631,13216,,"Mitchell, Mary",1946/09/15,M,F,60000,5,0,Bachelors,Management,House Owner,3,North America,Fremont,California,United States,2003/11/09,Person,
2219,610,13218,,"Bryant, Melissa",1946/01/28,M,F,60000,5,0,Bachelors,Management,House Owner,3,North America,Chula Vista,California,United States,2004/05/05,Person,
2220,470,13219,,"Shan, Rafael",1946/02/22,M,M,60000,5,0,Bachelors,Management,House Owner,3,North America,Concord,California,United States,2004/04/07,Person,
2226,584,13225,,"Suarez, J‚sus",1947/06/22,M,M,60000,5,0,Bachelors,Management,No Owner,3,North America,Berkeley,California,United States,2002/07/12,Person,
2228,610,13227,,"Wilson, Alexander",1947/05/25,M,M,60000,5,0,Bachelors,Management,House Owner,3,North America,Chula Vista,California,United States,2003/10/16,Person,
2361,470,13360,,"Cook, Jada",1946/01/03,M,F,60000,5,0,Bachelors,Management,House Owner,3,North America,Concord,California,United States,2003/08/08,Person,
2363,582,13362,,"Morgan, Destiny",1946/02/12,S,F,60000,5,0,Bachelors,Management,House Owner,3,North America,Bellflower,California,United States,2002/08/07,Person,
3387,633,14386,,"Wood, Marissa",1946/07/20,S,F,60000,5,0,Bachelors,Management,House Owner,3,North America,Glendale,California,United States,2003/04/13,Person,
4315,691,15314,,"Torres, Eduardo",1946/08/05,S,M,60000,5,0,Bachelors,Management,House Owner,3,North America,Santa Cruz,California,United States,2002/09/13,Person,
4317,472,15316,,"Harris, Alexis",1947/10/11,M,F,60000,5,0,Bachelors,Management,House Owner,3,North America,Daly City,California,United States,2004/05/02,Person,
4318,445,15317,,"Jenkins, Rachel",1947/05/20,M,F,60000,5,0,Bachelors,Management,House Owner,3,North America,Burlingame,California,United States,2003/11/10,Person,
4887,502,15886,,"Brown, Matthew",1946/04/18,S,M,60000,5,0,Bachelors,Management,House Owner,3,North America,Lemon Grove,California,United States,2003/05/28,Person,
5789,445,16788,,"Gao, Ronnie",1947/04/14,M,M,60000,5,0,Bachelors,Management,House Owner,3,North America,Burlingame,California,United States,2003/10/17,Person,
5793,652,16792,,"Torres, Maria",1947/06/10,M,F,60000,5,0,Bachelors,Management,House Owner,3,North America,Long Beach,California,United States,2003/07/21,Person,
6143,633,17142,,"Flores, Seth",1947/04/18,M,M,60000,5,0,Bachelors,Management,House Owner,3,North America,Glendale,California,United States,2003/11/27,Person,
7080,643,18079,,"Martin, Victoria",1947/05/15,M,F,60000,5,0,Bachelors,Management,House Owner,3,North America,La Jolla,California,United States,2004/03/19,Person,
7081,670,18080,,"Richardson, Paige",1947/11/13,M,F,60000,5,0,Bachelors,Management,House Owner,3,North America,Novato,California,United States,2004/03/07,Person,
728,516,11727,,"Taylor, Benjamin",1967/07/09,S,M,60000,0,0,Graduate Degree,Professional,No Owner,1,North America,National City,California,United States,2002/04/14,Person,
